Name	Family	Origin	Length
ISCpo1	ISNCY	Candidatus Poribacteria	1918
ISCsa7	ISNCY	Caldicellulosiruptor saccharolyticus	1118
ISDeba1	ISNCY	Desulfobulbaceae bacterium	1807
ISDes1	ISNCY	Desulfobulbus sp.	1673
ISDesu1	ISNCY	Desulfuromonas sp.	1694
ISDol1	ISNCY	Desulfococcus oleovorans	1671
ISDph1	ISNCY	Desulfotignum phosphitoxidans	1882
ISDpr11	ISNCY	Delta proteobacterium	1769
ISDsac1	ISNCY	Desulfosporosinus acidiphilus	1646
ISDssp5	ISNCY	Desulfobacterium sp.	1857
ISDth2	ISNCY	Desulfonatronospira thiodismutans	1658
ISEcret6	ISNCY	Endozoicomonas endosymbiont	1603
ISEnu1	ISNCY	Endozoicomonas numazuensis	1818
ISEsa1	ISNCY	Enterobacter sakazakii	1609
ISFac3	ISNCY	Ferroplasma acidarmanus	1270
ISFsi2	ISNCY	Flexistipes sinusarabici	1435
ISFsi3	ISNCY	Flexistipes sinusarabici	1473
ISGrh1	ISNCY	Gordonia rhizosphera	1673
ISGys1	ISNCY	Gynuella sunshinyii	1646
ISH24	ISNCY	Halobacterium salinarum	3000
ISH7A	ISNCY	Halobacterium sp.	3302
ISH7B	ISNCY	Halobacterium sp.	2924
ISHahy13	ISNCY	Halanaerobium hydrogeniformans	1497
ISHahy14	ISNCY	Halanaerobium hydrogeniformans	1739
ISHco1	ISNCY	Halanaerobium congolense	1494
ISHvo14	ISNCY	Haloferax volcanii	2649
ISHwa15	ISNCY	Haloquadratum walsbyi	1845
ISKol11	ISNCY	Kosmotoga olearia	1365
ISKpn21	ISNCY	Klebsiella pneumoniae	2278
ISKra7	ISNCY	Ktedonobacter racemifer	1586
ISLad2	ISNCY	Leclercia adecarboxylata	1647
ISLar6	ISNCY	Lentisphaera araneosa	1591
ISLar7	ISNCY	Lentisphaera araneosa	1884
ISLbi1	ISNCY	Leptospira biflexa	1523
ISLbp8	ISNCY	Leptospira borgpetersenii	1539
ISLd1	ISNCY	Leucaena diversifolia	2500
ISM1	ISNCY	Methanobrevibacter smithii	1381
ISMac19	ISNCY	Methanosarcina acetivorans	1624
ISMae1	ISNCY	Microcystis aeruginosa	1318
ISMae2	ISNCY	Microcystis aeruginosa	1865
ISMags1	ISNCY	Candidatus Magnetomorum	1984
ISMamu1	ISNCY	Candidatus Magnetoglobus	2058
ISMaq5	ISNCY	Marinobacter aquaeolei	1677
ISMav10	ISNCY	Mycobacterium avium	1576
ISMav9	ISNCY	Mycobacterium avium	1572
ISMba4	ISNCY	Methanosarcina barkeri	1621
ISMbu11	ISNCY	Methanococcoides burtonii	1278
ISMbu2	ISNCY	Methanococcoides burtonii	1310
ISMesp3	ISNCY	Mesorhizobium sp.	1735
ISMesp4	ISNCY	Mesorhizobium sp.	1663
ISMesp5	ISNCY	Mesorhizobium sp.	1764
ISMex6	ISNCY	Methylobacterium extorquens	1535
ISMipa1	ISNCY	Microthrix parvicella	1629
ISMk1	ISNCY	Mycobacterium kansasii	947
ISMlo5	ISNCY	Mesorhizobium loti	1664
ISMma11	ISNCY	Methanosarcina mazei	1619
ISMomu1	ISNCY	Moorella mulderi	1661
ISMst1	ISNCY	Methanosphaera stadtmanae	1529
ISMyin1	ISNCY	Mycobacterium indicus	1532
ISMyma11	ISNCY	Mycobacterium marinum	1584
ISNco1	ISNCY	Nitrosomonas communis	1873
ISNfl1	ISNCY	Nostoc flagelliforme	2022
ISNtsp2	ISNCY	Nitrosomonas sp.	1886
ISPa1	ISNCY	Pseudomonas aeruginosa	1035
ISPa2	ISNCY	Pseudomonas aeruginosa	786
ISPa4	ISNCY	Pseudomonas aeruginosa	2564
ISPa5	ISNCY	Pseudomonas aeruginosa	965
ISPa6	ISNCY	Pseudomonas aeruginosa	1329
ISPeth1	ISNCY	Pelotomaculum thermopropionicum	1616
ISPlas1	ISNCY	Planctomyces sp.	1585
ISPlma1	ISNCY	Planctomyces maris	1790
ISPlu15	ISNCY	Photorhabdus luminescens	817
ISPlu22	ISNCY	Photorhabdus luminescens	1547
ISPph5	ISNCY	Pelodictyon phaeoclathratiforme	1876
ISpRm3	ISNCY	Rhizobium meliloti	750
ISRel10	ISNCY	Rhizobium etli	2528
ISRel26	ISNCY	Rhizobium etli	1500
ISRjo3	ISNCY	Rhodococcus jostii	1638
ISRle10	ISNCY	Rhizobium leguminosarum	1665
ISRm17	ISNCY	Sinorhizobium meliloti	1664
ISRor2	ISNCY	Raoultella ornithinolytica	1009
ISRor3	ISNCY	Raoultella ornithinolytica	1019
ISRsp17	ISNCY	Rhizobium sp.	1664
ISRtr6	ISNCY	Rhizobium tropici	1666
ISSbr1	ISNCY	Candidatus Scalindua	2002
ISSen13	ISNCY	Salmonella enterica	1542
ISSen7	ISNCY	Salmonella enterica	1243
ISSeq2	ISNCY	Streptococcus equi	1544
ISShha1	ISNCY	Shewanella halifaxens	1737
ISSis4	ISNCY	Sulfolobus islandicus	1205
ISSna1	ISNCY	Streptomyces natalensis	1560
ISSto10	ISNCY	Sulfolobus tokodaii	1145
ISSto15	ISNCY	Sulfolobus tokodaii	1145
ISStsp10	ISNCY	Streptomyces sp.	1564
ISSydi1	ISNCY	Candidatus Symbiothrix	1922
ISSymo1	ISNCY	Candidatus Symbiobacter	1906
ISTca1	ISNCY	Tolypothrix campylonemoides	2019
ISTco5	ISNCY	Thermobacillus composti	1616
ISTde1	ISNCY	Treponema denticola	1327
ISThma1	ISNCY	Thiocapsa marina	1901
ISTni4	ISNCY	Thioalkalivibrio nitratireducens	1909
ISTvo2	ISNCY	Thermoplasma volcanium	1201
ISVbsp4	ISNCY	Vibrio sp.	1737
ISVisp7	ISNCY	Vibrio splendidus	1742
ISVsa17	ISNCY	Aliivibrio salmonicida	1038
ISXc2	ISNCY	Xanthomonas campestris	1700
KIS	ISNCY	Lactobacillus delbrueckii	1543
IS1000A	IS110	Thermus thermophilus	1196
IS1000B	IS110	Thermus thermophilus	1196
IS1016	IS1595	Neisseria gonorrhoeae	713
IS1016C	IS1595	Neisseria meningitidis	713
IS1016C2	IS1595	Haemophilus somnus	713
IS1016P	IS1595	Pasteurella multocida	709
IS1016V1	IS1595	Haemophilus influenzae	711
IS1016V2	IS1595	Haemophilus influenzae	711
IS1016V3	IS1595	Haemophilus influenzae	711
IS1016V4	IS1595	Haemophilus influenzae	672
IS1016V5	IS1595	Haemophilus influenzae	242
IS1016V6	IS1595	Haemophilus influenzae	712
IS110	IS110	Streptomyces coelicolor	1558
IS1110	IS110	Mycobacterium avium	1462
IS1111A	IS110	Coxiella burnetii	1374
IS1111B	IS110	Coxiella burnetii	1458
IS1111C	IS110	Coxiella burnetii	1452
IS116	IS110	Streptomyces clavuligerus	1421
IS117	IS110	Streptomyces coelicolor	2527
IS1170	IS1380	Bacteroides thetaiotaomicron	1604
IS1182	IS1182	Staphylococcus aureus	1864
IS1188	IS1380	Bacteroides fragilis	1691
IS1247	IS1380	Xanthobacter autotrophicus	1672
IS1272	IS1182	Staphylococcus haemolyticus	1935
IS1328	IS110	Yersinia enterocolitica	1355
IS1380A	IS1380	Acetobacter pasteurianus	1665
IS1380B	IS1380	Acetobacter pasteurianus	1665
IS1383	IS110	Pseudomonas putida	1419
IS1412	IS1380	Sphingomonas sp.	1656
IS1492	IS110	Pseudomonas putida	1467
IS1492a	IS110	Pseudomonas putida	1468
IS1533	IS110	Leptospira borgpetersenii	1460
IS1547	IS110	Mycobacterium tuberculosis	1351
IS1549	IS1634	Mycobacterium smegmatis	1640
IS1562	IS1182	Streptococcus pyogenes	1481
IS1563	IS1182	Streptococcus agalactiae	1540
IS1595	IS1595	Xanthomonas campestris	1072
IS1618	IS110	Yersinia pestis	1365
IS1634	IS1634	Mycoplasma mycoides	1873
IS1663	IS110	Bordetella pertussis	1225
IS1676	IS1380	Rhodococcus erythropolis	1693
IS1677	IS1380	Corynebacterium glutamicum	1688
IS1678	IS1380	Enterococcus faecium	1678
IS1A	IS1	Escherichia coli	768
IS1B	IS1	Escherichia coli	768
IS1D	IS1	Escherichia coli	768
IS1F	IS1	Escherichia coli	768
IS1G	IS1	Escherichia coli	768
IS1H	IS1	Escherichia coli	764
IS1N	IS1	Shigella dysenteriae	766
IS1R	IS1	Escherichia coli	768
IS1S	IS1	Shigella sonnei	768
IS1Sa	IS1	Synechocystis sp.	802
IS1SD	IS1	Shigella dysenteriae	768
IS1X1	IS1	Shigella flexneri	768
IS1X2	IS1	Escherichia vulneris	768
IS1X3	IS1	Escherichia fergusonii	769
IS1X4	IS1	Escherichia hermannii	768
IS2112	IS110	Rhodococcus rhodochrous	1415
IS219	IS1380	Mycobacterium fortuitum	1654
IS220	IS1380	Mycobacterium fortuitum	3257
IS4321	IS110	Enterobacter aerogenes	1327
IS4321L	IS110	Enterobacter aerogenes	1326
IS4321R	IS110	Enterobacter aerogenes	1326
IS492	IS110	Pseudomonas atlantica	1202
IS5075	IS110	Escherichia coli	1327
IS5708	IS110	Klebsiella pneumoniae	1364
IS612	IS1380	Bacteroides fragilis	1598
IS612B	IS1380	Bacteroides fragilis	1596
IS613	IS1380	Bacteroides fragilis	1595
IS614	IS1380	Bacteroides fragilis	1596
IS614B	IS1380	Bacteroides fragilis	1597
IS615	IS1380	Bacteroides fragilis	1594
IS616	IS1380	Bacteroides fragilis	1691
IS621	IS110	Escherichia coli	1425
IS650	IS110	Bacillus halodurans	1929
IS653	IS110	Bacillus halodurans	1805
IS656	IS1182	Bacillus halodurans	1558
IS660	IS1182	Bacillus halodurans	1963
IS662	IS1182	Bacillus halodurans	1566
IS663	IS1182	Bacillus halodurans	1980
IS884	IS110	Ralstonia eutropha	1424
IS900	IS110	Mycobacterium paratuberculosis	1451
IS901	IS110	Mycobacterium avium	1472
IS902	IS110	Mycobacterium avium	1470
IS942	IS1380	Bacteroides fragilis	1598
ISAal1	IS1595	Algoriphagus alkaliphilus	957
ISAan1	IS1595	Acidiphilium angustum	1092
ISAar1	IS1595	Arthrobacter arilaitensis	1217
ISAar10	IS1380	Arthrobacter arilaitensis	1602
ISAar11	IS1380	Arthrobacter arilaitensis	1737
ISAar12	IS1380	Arthrobacter arilaitensis	1736
ISAar16	IS110	Arthrobacter arilaitensis	1396
ISAar17	IS110	Arthrobacter arilaitensis	1473
ISAar18	IS110	Arthrobacter arilaitensis	1386
ISAar2	IS110	Arthrobacter arilaitensis	1473
ISAar29	IS110	Arthrobacter arilaitensis	1385
ISAar32	IS1380	Arthrobacter arilaitensis	1738
ISAar41	IS110	Arthrobacter arilaitensis	1346
ISAar8	IS1380	Arthrobacter arilaitensis	1738
ISAar9	IS1380	Arthrobacter arilaitensis	1735
ISAba3	IS1	Acinetobacter baumannii	800
ISAba36	IS1595	Acinetobacter johnsonii	712
ISAbc1	IS1595	Acidobacteria bacterium	1056
ISAbe5	IS1595	Acinetobacter bereziniae	712
ISAcba1	IS1595	Actinobacteria bacterium	3517
ISAcc1	IS1182	Accumulibacter sp.	1610
ISAcc2	IS1182	Accumulibacter sp.	1608
ISAcde1	IS1595	Acidovorax delafieldii	1088
ISAcde2	IS1595	Acidovorax delafieldii	1032
ISAcfe1	IS1182	Acidimicrobium ferrooxidans	1772
ISAcfe2	IS1182	Acidimicrobium ferrooxidans	1771
ISAchd1	IS1595	Pseudomonas pseudoalcaligenes	1027
ISAcif2	IS1595	Acidithiobacillus ferrivorans	1402
ISAcma21	IS1380	Acaryochloris marina	1474
ISAcma3	IS1	Acaryochloris marina	904
ISAcma33	IS1	Acaryochloris marina	903
ISAcma36	IS1	Acaryochloris marina	1069
ISAcma4	IS1	Acaryochloris marina	796
ISAcma40	IS1	Acaryochloris marina	1068
ISAcma46	IS1182	Acaryochloris marina	1864
ISAcmu1	IS1595	Acidiphilium multivorum	1029
ISAco1	IS1182	Anaerostipes coli	1671
ISAcp5	IS110	Acidobacterium capsulatum	1751
ISAcpa1	IS1595	Acinetobacter parvus	711
ISAcpr1	IS1595	Acidihalobacter prosperus	977
ISAcpr2	IS1595	Acidihalobacter prosperus	1046
ISAcr1	IS1595	Acidiphilium cryptum	1080
ISAcr4	IS1380	Acidiphilium cryptum	1678
ISAcr5	IS1380	Acidiphilium cryptum	1618
ISAcra1	IS1595	Acinetobacter radioresistens	732
ISAcsp6	IS1595	Acinetobacter sp.	1490
ISAcsp7	IS1595	Acinetobacter sp.	744
ISAcsp8	IS1595	Acinetobacter sp.	711
ISAcur1	IS1595	Acinetobacter ursingii	726
ISAcve1	IS1595	Acinetobacter venetianus	738
ISAde2	IS1182	Anaeromyxobacter dehalogenans	1498
ISAeca3	IS110	Aeromonas caviae	1340
ISAeca5	IS1595	Aeromonas caviae	1022
ISAeme10	IS1595	Aeromonas media	1032
ISAfa1	IS1595	Algoriphagus faecimaris	1040
ISAfe1	IS110	Acidithiobacillus ferroxidans	1424
ISAfe18	IS1595	Acidithiobacillus ferrooxidans	1111
ISAfe3	IS110	Acidithiobacillus ferrooxidans	1560
ISAhi1	IS1595	Algoriphagus hitonicola	1040
ISAhy1	IS1595	Aeromonas hydrophila	1032
ISAisp1	IS1595	Acidovorax sp.	1086
ISAisp4	IS110	Acidovorax sp.	1614
ISAisp5	IS1595	Acidovorax sp.	1088
ISAisp8	IS1595	Acidovorax sp.	1091
ISAju1	IS1595	Acinetobacter junii	738
ISAlba1	IS1595	Alphaproteobacteria bacterium	1032
ISAlba2	IS1595	Alphaproteobacteria bacterium	1013
ISAlba3	IS1595	Alphaproteobacteria bacterium	1120
ISAlg1	IS1595	Algibacter sp.	959
ISAlg2	IS1595	Algibacter sp.	988
ISAli16	IS110	Azospirillum lipoferum	1153
ISAli8	IS110	Azospirillum lipoferum	1151
ISAlis1	IS1595	Alicyclobacillus sp.	1893
ISAlw2	IS1	Acinetobacter lwoffii	787
ISAlw21	IS1595	Acinetobacter lwoffii	738
ISAlw25	IS1	Acinetobacter lwoffii	788
ISAlw3	IS1	Acinetobacter lwoffii	788
ISAma5	IS1595	Alteromonas macleodii	1019
ISAmde1	IS1182	Ammonifex degensii	1827
ISAme2	IS1182	Alkaliphilus metalliredigens	1838
ISAmu1	IS1595	Akkermansia muciniphila	2422
ISAnmi1	IS1595	Aneurinibacillus migulanus	1808
ISAnsp1	IS1182	Anaeromyxobacter sp.	1520
ISAnsp6	IS1182	Anaeromyxobacter sp.	1515
ISApr11	IS1380	Alpha proteobacterium	1667
ISApr2	IS1595	Alpha proteobacterium	1029
ISApr3	IS1595	Alpha proteobacterium	1080
ISApr4	IS1595	Alpha proteobacterium	3691
ISApr7	IS1595	Alpha proteobacterium	3923
ISApr8	IS1380	Alpha proteobacterium	1667
ISApr9	IS1380	Alpha proteobacterium	1668
ISArch1	IS1182	Uncultured archaeon	1736
ISArch17	IS1	Uncultured archaeon	1183
ISArch18	IS1	Uncultured archaeon	1107
ISArch2	IS1182	Uncultured archaeon	1924
ISArch8	IS1634	Uncultured archaeon	1923
ISArma2	IS1	Arthrospira maxima	744
ISArsp10	IS1380	Arthrobacter sp.	1667
ISArsp3	IS110	Arthrobacter sp.	1596
ISArsp5	IS110	Arthrobacter sp.	1426
ISAs16	IS110	Aeromonas salmonicida	1404
ISAs23	IS1595	Aeromonas salmonicida	1032
ISAs24	IS110	Aeromonas salmonicida	1394
ISAs25	IS1634	Aeromonas salmonicida	1722
ISAs8	IS1	Aeromonas salmonicida	754
ISAsh1	IS1595	Alicyclobacillus shizuokensis	1012
ISAsp24	IS1595	Anabaena sp.	988
ISAte2	IS1595	Acidovorax temperans	1054
ISAth1	IS1595	Acidithiobacillus thiooxidans	977
ISAtsp2	IS1634	Arthrospira sp.	1761
ISAtsp6	IS1	Arthrospira sp.	745
ISAtu1	IS110	Agrobacterium tumefaciens	1316
ISAtu7	IS110	Agrobacterium tumefaciens	1472
ISAur1	IS1595	Actinobacillus ureae	4947
ISAusp1	IS1595	Aurantimonas sp.	3418
ISAva4	IS1634	Anabaena variabilis	1691
ISAve1	IS110	Aeromonas veronii	1393
ISAwo1	IS1595	Aliivibrio wodanis	1018
ISAxf1	IS1595	Acidithrix ferrooxidans	1040
ISAzbe1	IS1595	Azotobacter beijerinckii	1052
ISAzbe2	IS1595	Azotobacter beijerinckii	1041
ISAzca1	IS1595	Azorhizobium caulinodans	4520
ISAzch1	IS1182	Azotobacter chroococcum	1584
ISAzo1	IS1182	Azoarcus sp.	1545
ISAzo14	IS1634	Azoarcus sp.	1925
ISAzo2	IS1182	Azoarcus sp.	1545
ISAzo22	IS110	Azoarcus sp.	1763
ISAzo25	IS1182	Azoarcus sp.	1388
ISAzo28	IS110	Azoarcus sp.	1486
ISAzo40	IS1380	Azoarcus sp.	1694
ISAzo6	IS1634	Azoarcus sp.	1925
ISAzo7	IS1595	Azoarcus sp.	1044
ISAzs25	IS1380	Azospirillum sp.	1614
ISAzs3	IS1380	Azospirillum sp.	1613
ISAzs32	IS110	Azospirillum sp.	1601
ISAzs35	IS110	Azospirillum sp.	1524
ISAzs4	IS110	Azospirillum sp.	1301
ISAzvi1	IS1595	Azotobacter vinelandii	1027
ISAzvi12	IS110	Azotobacter vinelandii	1247
ISAzvi2	IS110	Azotobacter vinelandii	1396
ISAzvi3	IS110	Azotobacter vinelandii	1424
ISAzvi4	IS110	Azotobacter vinelandii	1351
ISBaba1	IS1595	Bacteroidetes bacterium	968
ISBaba2	IS1595	Bacteroidetes bacterium	969
ISBaba3	IS1595	Bacteroidetes bacterium	994
ISBaba4	IS1595	Bacteroidetes bacterium	987
ISBaba5	IS1595	Bacteroidetes bacterium	997
ISBaba6	IS1595	Bacteroidetes bacterium	1072
ISBaov1	IS1380	Bacteroides ovatus	1594
ISBas1	IS1182	Bacteroides sp.	1757
ISBasa1	IS1595	Bacteroides salanitronis	982
ISBath1	IS1595	Bacillus thermotolerans	1580
ISBaz1	IS1595	Bathymodiolus azoricus	729
ISBba1	IS1595	Burkholderiaceae bacterium	1082
ISBbi1	IS1595	Bifidobacterium bifidum	981
ISBbr1	IS1182	Brevibacillus brevis	1684
ISBce1	IS1182	Bacillus cereus	1803
ISBce20	IS1595	Bacillus cereus	1939
ISBce21	IS1595	Bacillus cereus	1763
ISBcen1	IS110	Burkholderia cenocepacia	1357
ISBcen2	IS110	Burkholderia cenocepacia	1363
ISBcen3	IS110	Burkholderia cenocepacia	1413
ISBcen4	IS110	Burkholderia cenocepacia	1349
ISBcen5	IS110	Burkholderia cenocepacia	1425
ISBcen8	IS110	Burkholderia cenocepacia	1185
ISBch1	IS1182	Bacillus coahuilensis	1709
ISBci1	IS1595	Bacillus circulans	1848
ISBcl1	IS1182	Bacillus clausii	1536
ISBco1	IS1380	Bacillus coagulans	1665
ISBco2	IS1380	Bacillus coagulans	1574
ISBco4	IS1182	Bacillus coagulans	1560
ISBcy1	IS1182	Bacillus cytotoxicus	1685
ISBdb1	IS1595	Bdellovibrionales bacterium	1073
ISBdi10	IS110	Bradyrhizobium diazoefficiens	1411
ISBdi11	IS110	Bradyrhizobium diazoefficiens	1385
ISBdi12	IS110	Bradyrhizobium diazoefficiens	1463
ISBdi2	IS1380	Bradyrhizobium diazoefficiens	1622
ISBdi4	IS1182	Bradyrhizobium diazoefficiens	1697
ISBdo1	IS1182	Burkholderia dolosa	1572
ISBeb1	IS1595	Betaproteobacteria bacterium	1042
ISBeb2	IS1595	Betaproteobacteria bacterium	1081
ISBeb3	IS1595	Betaproteobacteria bacterium	1048
ISBeb4	IS1595	Betaproteobacteria bacterium	998
ISBeba1	IS1595	Belliella baltica	1040
ISBeba2	IS1595	Belliella baltica	1035
ISBeba3	IS1595	Belliella baltica	1037
ISBeg1	IS1	Beggiatoa sp.	1417
ISBeg2	IS1	Beggiatoa sp.	835
ISBf11	IS1380	Bacteroides fragilis	1594
ISBf12	IS1380	Bacteroides fragilis	1593
ISBf3	IS1182	Bacteroides fragilis	1845
ISBf4	IS1182	Bacteroides fragilis	1842
ISBf5	IS1182	Bacteroides fragilis	1830
ISBf7	IS1380	Bacteroides fragilis	1595
ISBfi1	IS1380	Bacteroides finegoldii	1615
ISBfun1	IS110	Burkholderia fungorum	1466
ISBfun2	IS110	Burkholderia fungorum	1085
ISBfun3	IS1182	Burkholderia fungorum	1627
ISBha1	IS1380	Bacillus halodurans	1665
ISBj1	IS1380	Bradyrhizobium japonicum	2071
ISBj17	IS1182	Bradyrhizobium japonicum	1570
ISBj18	IS110	Bradyrhizobium japonicum	1395
ISBj19	IS110	Bradyrhizobium japonicum	1380
ISBj4	IS110	Bradyrhizobium japonicum	1576
ISBko1	IS1595	Bacillus koreensis	1721
ISBli18	IS1380	Brevibacterium linens	1713
ISBli24	IS110	Brevibacterium linens	1396
ISBli31	IS110	Brevibacterium linens	1407
ISBli4	IS1380	Brevibacterium linens	1713
ISBli5	IS1380	Brevibacterium linens	1687
ISBli6	IS110	Brevibacterium linens	1424
ISBli9	IS1634	Brevibacterium linens	1704
ISBma2	IS1182	Burkholderia mallei	1573
ISBma3	IS110	Burkholderia mallei	1458
ISBmo1	IS1595	Belnapia moabensis	4900
ISBmu4	IS110	Burkholderia multivorans	1855
ISBmu9	IS110	Burkholderia multivorans	1196
ISBne1	IS1182	Bradyrhizobium neotropicale	1512
ISBos1	IS1595	Bosea sp.	3731
ISBpu1	IS1182	Bacillus pumilus	1709
ISBra1	IS1182	Bradyrhizobium retamae	1520
ISBrsp10	IS1182	Bradyrhizobium sp.	1549
ISBrsp2	IS1182	Bradyrhizobium sp.	1547
ISBrsp8	IS1182	Bradyrhizobium sp.	1518
ISBrsp9	IS1182	Bradyrhizobium sp.	1511
ISBse1	IS1595	Bacillus selenitireducens	1635
ISBse2	IS1182	Bacillus selenitireducens	1418
ISBsi1	IS1595	Brocadia sinica	1021
ISBsm2	IS1595	Bacillus smithii	1497
ISBsp1	IS1595	Bacillus sp.	1665
ISBsp4	IS1182	Bacillus sp.	1878
ISBsp5	IS1182	Bacillus sp.	1744
ISBsp6	IS1595	Bacillus sp.	1457
ISBsp7	IS1595	Bacillus sp.	2838
ISBsp8	IS1595	Bacillus sp.	1761
ISBsp9	IS1595	Bacillus sp.	1492
ISBspe1	IS1182	Bacillus pseudofirmus	1560
ISBsu3	IS1595	Bacillus subtilis	1723
ISBta1	IS1595	Bartonella tamiae	708
ISBth13	IS110	Bacillus thuringiensis	1588
ISBth166	IS110	Bacillus thuringiensis	1729
ISBth19	IS1595	Bacillus thuringiensis	2004
ISBth7	IS1182	Bacillus thuringiensis	1560
ISBthe2	IS1182	Bacteroides thetaiotaomicron	1849
ISBuba1	IS1595	Burkholderiales bacterium	1160
ISBuba2	IS1595	Burkholderiales bacterium	1053
ISBuba3	IS1595	Burkholderiales bacterium	1058
ISBuce1	IS1182	Burkholderia cepacia	1339
ISBun1	IS1595	Bacteroides uniformis	2700
ISBun2	IS1595	Bacteroides uniformis	4739
ISBusp4	IS1182	Burkholderia sp.	1633
ISBusp6	IS1634	Burkholderia sp.	1948
ISBusp7	IS1595	Burkholderia sp.	1069
ISBusp8	IS1595	Burkholderia sp.	1063
ISBvu1	IS1380	Bacteroides vulgatus	1600
ISBvu2	IS1595	Bacteroides vulgatus	4641
ISBwe1	IS1595	Bacillus weihenstephanensis	1536
ISC1173a	IS1	Sulfolobus solfataricus	1173
ISC1174	IS1	Sulfolobus solfataricus	1174
ISC1190	IS110	Sulfolobus solfataricus	1180
ISC1228	IS110	Sulfolobus solfataricus	1228
ISC1229	IS110	Sulfolobus solfataricus	1232
ISC796	IS1	Sulfolobus sp.	796
ISCaa1	IS1	Candidatus Amoebophilus	759
ISCaa14	IS110	Candidatus Amoebophilus	1256
ISCaa15	IS1182	Candidatus Amoebophilus	1434
ISCaa4	IS1	Candidatus Amoebophilus	732
ISCaa7	IS110	Candidatus Amoebophilus	1447
ISCac1	IS1182	Clostridium acetobutylicum	1861
ISCac2	IS1595	Clostridium acetobutylicum	1838
ISCagr1	IS1595	Campylobacter gracilis	746
ISCaha1	IS1595	Capnocytophaga haemolytica	955
ISCaje5	IS1595	Campylobacter jejuni	2899
ISCaje6	IS1595	Campylobacter jejuni	1744
ISCal1	IS1595	Cellulophaga algicola	959
ISCalsp1	IS1595	Caldithrix sp.	1023
ISCamsp1	IS1595	Campylobacter sp.	745
ISCap3	IS1595	Candidatus Accumulibacter	1047
ISCARN100	IS1595	Metagenomic data	1111
ISCARN103	IS1182	Metagenomic data	1410
ISCARN109	IS1182	Metagenomic data	1406
ISCARN11	IS1595	Metagenomic data	1133
ISCARN111	IS110	Metagenomic data	1489
ISCARN18	IS110	Metagenomic data	1561
ISCARN20	IS110	Metagenomic data	1628
ISCARN23	IS1634	Metagenomic data	1907
ISCARN26	IS110	Metagenomic data	1214
ISCARN28	IS110	Metagenomic data	1419
ISCARN29	IS1595	Metagenomic data	1044
ISCARN32	IS110	Metagenomic data	1151
ISCARN34	IS1380	Metagenomic data	1714
ISCARN36	IS110	Metagenomic data	1180
ISCARN43	IS1595	Metagenomic data	1086
ISCARN5	IS110	Metagenomic data	1367
ISCARN50	IS1380	Metagenomic data	1662
ISCARN52	IS110	Metagenomic data	1640
ISCARN57	IS110	Metagenomic data	1211
ISCARN67	IS110	Metagenomic data	1209
ISCARN79	IS1380	Metagenomic data	1663
ISCARN80	IS110	Metagenomic data	1409
ISCARN83	IS1595	Metagenomic data	2369
ISCARN88	IS1182	Metagenomic data	1412
ISCARN9	IS1634	Metagenomic data	1931
ISCARN90	IS1595	Metagenomic data	1091
ISCARN91	IS110	Metagenomic data	1432
ISCARN94	IS1595	Metagenomic data	1048
ISCARN96	IS1182	Metagenomic data	1628
ISCARN97	IS110	Metagenomic data	1555
ISCARN98	IS1380	Metagenomic data	1685
ISCasa1	IS1595	Caenispirillum salinarum	1190
ISCausp2	IS1595	Caulobacter sp.	7915
ISCausp3	IS1595	Caulobacter sp.	6156
ISCausp4	IS1595	Caulobacter sp.	3070
ISCba1	IS1595	Clostridium bartlettii	2623
ISCbo5	IS1182	Clostridium botulinum	1613
ISCc2	IS110	Caulobacter crescentus	1213
ISCc4	IS110	Caulobacter crescentus	1174
ISCc5	IS1182	Caulobacter crescentus	1577
ISCca6	IS1634	Candidatus Cardinium	1961
ISCco2	IS1595	Campylobacter coli	7852
ISCco3	IS1595	Campylobacter coli	3285
ISCco4	IS1595	Campylobacter coli	2749
ISCdo1	IS1595	Croceitalea dokdonensis	991
ISCef1	IS1182	Corynebacterium efficiens	1689
ISCef6	IS1380	Corynebacterium efficiens	1684
ISCef7	IS1380	Corynebacterium efficiens	1687
ISCfr1	IS1182	Citrobacter freundii	1617
ISCfr13	IS110	Citrobacter freundii	1525
ISCfr26	IS110	Citrobacter freundii	1365
ISCgl4	IS1380	Corynebacterium glutamicum	1653
ISCgr1	IS1595	Chryseobacterium greenlandense	982
ISChba1	IS1595	Chloroflexi bacterium	1033
ISChpi1	IS1595	Chryseobacterium piperi	987
ISChy1	IS110	Carboxydothermus hydrogenoformans	1728
ISChy2	IS110	Carboxydothermus hydrogenoformans	1708
ISCig1	IS1595	Campylobacter iguaniorum	3602
ISCku1	IS1595	Candidatus Kuenenia	1008
ISCku8	IS1380	Candidatus Kuenenia	1716
ISCku9	IS1380	Candidatus Kuenenia	1859
ISCla1	IS110	Caldicellulosiruptor lactoaceticus	1660
ISClba1	IS1380	Clostridiales bacterium	1698
ISClba2	IS1595	Clostridiales bacterium	2281
ISClba3	IS1595	Clostridiales bacterium	998
ISClbo1	IS1182	Clostridium bolteae	1603
ISClbu1	IS1182	Clostridium butyricum	1830
ISCldi1	IS1595	Clostridium disporicum	1689
ISCldi2	IS1595	Clostridium disporicum	1812
ISClhy1	IS1182	Clostridium hylemonae	1698
ISCli1	IS1380	Corynebacterium lipophiloflavum	1687
ISClph1	IS1595	Clostridium phytofermentans	1607
